Mod:Item:MetaData, Localized Name
TConstruct:metalPattern:0, Ingot Cast
TConstruct:metalPattern:1, Tool Rod Cast
TConstruct:metalPattern:2, Pickaxe Head Cast
TConstruct:metalPattern:3, Shovel Head Cast
TConstruct:metalPattern:4, Axe Head Cast
TConstruct:metalPattern:5, Sword Blade Cast
TConstruct:metalPattern:6, Wide Guard Cast
TConstruct:metalPattern:7, Hand Guard Cast
TConstruct:metalPattern:8, Crossbar Cast
TConstruct:metalPattern:9, Tool Binding Cast
TConstruct:metalPattern:10, Pan Cast
TConstruct:metalPattern:11, Wide Board Cast
TConstruct:metalPattern:12, Knife Blade Cast
TConstruct:metalPattern:13, Chisel Head Cast
TConstruct:metalPattern:14, Tough Rod Cast
TConstruct:metalPattern:15, Tough Binding Cast
TConstruct:metalPattern:16, Large Plate Cast
TConstruct:metalPattern:17, Broadaxe Head Cast
TConstruct:metalPattern:18, Scythe Head Cast
TConstruct:metalPattern:19, Excavator Head Cast
TConstruct:metalPattern:20, Large Blade Cast
TConstruct:metalPattern:21, Hammer Head Cast
TConstruct:metalPattern:22, Full Guard Cast
TConstruct:metalPattern:25, Arrowhead Cast
TConstruct:metalPattern:26, Gem Cast
TConstruct:metalPattern:27, Nugget Cast
TConstruct:diamondApple:0, Jeweled Apple
TConstruct:jerky:0, Beef Jerky
TConstruct:jerky:1, Chicken Jerky
TConstruct:jerky:2, Bacon Jerky
TConstruct:jerky:3, Mutton Jerky
TConstruct:jerky:4, Fish Jerky
TConstruct:jerky:5, Monster Jerky
TConstruct:jerky:6, Gelatinous Slime Drop
TConstruct:jerky:7, Coagulated Blood Drop
TConstruct:heartCanister:0, Empty Canister
TConstruct:heartCanister:1, Miniature Red Heart
TConstruct:heartCanister:2, Red Heart Canister
TConstruct:heartCanister:3, Miniature Yellow Heart
TConstruct:heartCanister:4, Yellow Heart Canister
TConstruct:heartCanister:5, Miniature Green Heart
TConstruct:heartCanister:6, Green Heart Canister
TConstruct:knapsack:0, Knapsack
TConstruct:helmetWood, Wooden Helmet
TConstruct:chestplateWood, Wooden Chestplate
TConstruct:leggingsWood, Wooden Leggings
TConstruct:bootsWood, Wooden Boots
TConstruct:travelGoggles, Traveller's Goggles
TConstruct:travelVest, Traveller's Vest
TConstruct:travelWings, Traveller's Wings
TConstruct:travelBoots, Traveller's Boots
TConstruct:travelGlove, Traveller's Gloves
TConstruct:travelBelt, Traveller's Belt
TConstruct:bowstring:0, Bowstring
TConstruct:arrowhead:0, Wooden Arrowhead
TConstruct:arrowhead:1, Stone Arrowhead
TConstruct:arrowhead:2, Iron Arrowhead
TConstruct:arrowhead:3, Flint Arrowhead
TConstruct:arrowhead:4, Cactus Arrowhead
TConstruct:arrowhead:5, Bone Arrowhead
TConstruct:arrowhead:6, Obsidian Arrowhead
TConstruct:arrowhead:7, Netherrack Arrowhead
TConstruct:arrowhead:8, Slime Arrowhead
TConstruct:arrowhead:9, Paper Arrowhead
TConstruct:arrowhead:10, Cobalt Arrowhead
TConstruct:arrowhead:11, Ardite Arrowhead
TConstruct:arrowhead:12, Manyullyn Arrowhead
TConstruct:arrowhead:13, Copper Arrowhead
TConstruct:arrowhead:14, Bronze Arrowhead
TConstruct:arrowhead:15, Alumite Arrowhead
TConstruct:arrowhead:16, Steel Arrowhead
TConstruct:arrowhead:17, Slime Arrowhead
TConstruct:arrowhead:18, Pig Iron Arrowhead
TConstruct:fletching:0, Feather Fletching
TConstruct:fletching:1, Leaf Fletching
TConstruct:fletching:2, Slime Fletching
TConstruct:fletching:3, Slime Fletching
TConstruct:fletching:4, Slimeleaf Fletching
TConstruct:ShurikenPart:0, Wooden Shuriken
TConstruct:ShurikenPart:1, Stone Shuriken
TConstruct:ShurikenPart:2, Iron Shuriken
TConstruct:ShurikenPart:3, Flint Shuriken
TConstruct:ShurikenPart:4, Cactus Shuriken
TConstruct:ShurikenPart:5, Bone Shuriken
TConstruct:ShurikenPart:6, Obsidian Shuriken
TConstruct:ShurikenPart:7, Netherrack Shuriken
TConstruct:ShurikenPart:8, Slime Shuriken
TConstruct:ShurikenPart:9, Paper Shuriken
TConstruct:ShurikenPart:10, Cobalt Shuriken
TConstruct:ShurikenPart:11, Ardite Shuriken
TConstruct:ShurikenPart:12, Manyullyn Shuriken
TConstruct:ShurikenPart:13, Copper Shuriken
TConstruct:ShurikenPart:14, Bronze Shuriken
TConstruct:ShurikenPart:15, Alumite Shuriken
TConstruct:ShurikenPart:16, Steel Shuriken
TConstruct:ShurikenPart:17, Slime Shuriken
TConstruct:ShurikenPart:18, Pig Iron Shuriken
TConstruct:BowLimbPart:0, Wooden Bow Limb
TConstruct:BowLimbPart:1, Stone Bow Limb
TConstruct:BowLimbPart:2, Iron Bow Limb
TConstruct:BowLimbPart:3, Flint Bow Limb
TConstruct:BowLimbPart:4, Cactus Bow Limb
TConstruct:BowLimbPart:5, Bone Bow Limb
TConstruct:BowLimbPart:6, Obsidian Bow Limb
TConstruct:BowLimbPart:7, Netherrack Bow Limb
TConstruct:BowLimbPart:8, Slime Bow Limb
TConstruct:BowLimbPart:9, Paper Bow Limb
TConstruct:BowLimbPart:10, Cobalt Bow Limb
TConstruct:BowLimbPart:11, Ardite Bow Limb
TConstruct:BowLimbPart:12, Manyullyn Bow Limb
TConstruct:BowLimbPart:13, Copper Bow Limb
TConstruct:BowLimbPart:14, Bronze Bow Limb
TConstruct:BowLimbPart:15, Alumite Bow Limb
TConstruct:BowLimbPart:16, Steel Bow Limb
TConstruct:BowLimbPart:17, Slime Bow Limb
TConstruct:BowLimbPart:18, Pig Iron Bow Limb
TConstruct:CrossbowLimbPart:0, Wooden Crossbow Limb
TConstruct:CrossbowLimbPart:1, Stone Crossbow Limb
TConstruct:CrossbowLimbPart:2, Iron Crossbow Limb
TConstruct:CrossbowLimbPart:3, Flint Crossbow Limb
TConstruct:CrossbowLimbPart:4, Cactus Crossbow Limb
TConstruct:CrossbowLimbPart:5, Bone Crossbow Limb
TConstruct:CrossbowLimbPart:6, Obsidian Crossbow Limb
TConstruct:CrossbowLimbPart:7, Netherrack Crossbow Limb
TConstruct:CrossbowLimbPart:8, Slime Crossbow Limb
TConstruct:CrossbowLimbPart:9, Paper Crossbow Limb
TConstruct:CrossbowLimbPart:10, Cobalt Crossbow Limb
TConstruct:CrossbowLimbPart:11, Ardite Crossbow Limb
TConstruct:CrossbowLimbPart:12, Manyullyn Crossbow Limb
TConstruct:CrossbowLimbPart:13, Copper Crossbow Limb
TConstruct:CrossbowLimbPart:14, Bronze Crossbow Limb
TConstruct:CrossbowLimbPart:15, Alumite Crossbow Limb
TConstruct:CrossbowLimbPart:16, Steel Crossbow Limb
TConstruct:CrossbowLimbPart:17, Slime Crossbow Limb
TConstruct:CrossbowLimbPart:18, Pig Iron Crossbow Limb
TConstruct:CrossbowBodyPart:0, Wooden Crossbow Body
TConstruct:CrossbowBodyPart:1, Stone Crossbow Body
TConstruct:CrossbowBodyPart:2, Iron Crossbow Body
TConstruct:CrossbowBodyPart:3, Flint Crossbow Body
TConstruct:CrossbowBodyPart:4, Cactus Crossbow Body
TConstruct:CrossbowBodyPart:5, Bone Crossbow Body
TConstruct:CrossbowBodyPart:6, Obsidian Crossbow Body
TConstruct:CrossbowBodyPart:7, Netherrack Crossbow Body
TConstruct:CrossbowBodyPart:8, Slime Crossbow Body
TConstruct:CrossbowBodyPart:9, Paper Crossbow Body
TConstruct:CrossbowBodyPart:10, Cobalt Crossbow Body
TConstruct:CrossbowBodyPart:11, Ardite Crossbow Body
TConstruct:CrossbowBodyPart:12, Manyullyn Crossbow Body
TConstruct:CrossbowBodyPart:13, Copper Crossbow Body
TConstruct:CrossbowBodyPart:14, Bronze Crossbow Body
TConstruct:CrossbowBodyPart:15, Alumite Crossbow Body
TConstruct:CrossbowBodyPart:16, Steel Crossbow Body
TConstruct:CrossbowBodyPart:17, Slime Crossbow Body
TConstruct:CrossbowBodyPart:18, Pig Iron Crossbow Body
TConstruct:BoltPart:0, Wooden Bolt
TConstruct:BoltPart:1536, Enderium Bolt
TConstruct:BoltPart:1, Stone Bolt
TConstruct:BoltPart:1537, Eximite Bolt
TConstruct:BoltPart:2, Iron Bolt
TConstruct:BoltPart:1538, Fiery Steel Bolt
TConstruct:BoltPart:3, Flint Bolt
TConstruct:BoltPart:1539, Firestone Bolt
TConstruct:BoltPart:4, Cactus Bolt
TConstruct:BoltPart:1540, Force Bolt
TConstruct:BoltPart:5, Bone Bolt
TConstruct:BoltPart:1541, Graphite Bolt
TConstruct:BoltPart:6, Obsidian Bolt
TConstruct:BoltPart:1542, Graphene Bolt
TConstruct:BoltPart:7, Netherrack Bolt
TConstruct:BoltPart:1543, Haderoth Bolt
TConstruct:BoltPart:8, Slime Bolt
TConstruct:BoltPart:1544, Hepatizon Bolt
TConstruct:BoltPart:9, Paper Bolt
TConstruct:BoltPart:1545, HSLA Steel Bolt
TConstruct:BoltPart:10, Cobalt Bolt
TConstruct:BoltPart:1546, Infuscolium Bolt
TConstruct:BoltPart:11, Ardite Bolt
TConstruct:BoltPart:1547, Infused Gold Bolt
TConstruct:BoltPart:12, Manyullyn Bolt
TConstruct:BoltPart:1548, Aer Bolt
TConstruct:BoltPart:13, Copper Bolt
TConstruct:BoltPart:1549, Ignis Bolt
TConstruct:BoltPart:14, Bronze Bolt
TConstruct:BoltPart:1550, Terra Bolt
TConstruct:BoltPart:15, Alumite Bolt
TConstruct:BoltPart:1551, Aqua Bolt
TConstruct:BoltPart:16, Steel Bolt
TConstruct:BoltPart:1552, Perditio Bolt
TConstruct:BoltPart:17, Slime Bolt
TConstruct:BoltPart:1553, Ordo Bolt
TConstruct:BoltPart:18, Pig Iron Bolt
TConstruct:BoltPart:1554, Inolashite Bolt
TConstruct:BoltPart:1555, Meteoric Iron Bolt
TConstruct:BoltPart:1556, Meteoric Steel Bolt
TConstruct:BoltPart:1557, Naquadah Bolt
TConstruct:BoltPart:1558, Naquadah Alloy Bolt
TConstruct:BoltPart:1559, Enriched Naquadah Bolt
TConstruct:BoltPart:1560, Naquadria Bolt
TConstruct:BoltPart:1561, Nether Quartz Bolt
TConstruct:BoltPart:1562, Nether Star Bolt
TConstruct:BoltPart:1563, Orichalcum Bolt
TConstruct:BoltPart:1564, Oureclase Bolt
TConstruct:BoltPart:1565, Prometheum Bolt
TConstruct:BoltPart:1566, Tritanium Bolt
TConstruct:BoltPart:1567, Vulcanite Bolt
TConstruct:BoltPart:1568, Vyroxeres Bolt
TConstruct:BoltPart:1569, Osmiridium Bolt
TConstruct:BoltPart:1570, Blue Topaz Bolt
TConstruct:BoltPart:1571, Brass Bolt
TConstruct:BoltPart:1572, Cupronickel Bolt
TConstruct:BoltPart:1573, Deep Iron Bolt
TConstruct:BoltPart:1574, Diamond Bolt
TConstruct:BoltPart:1575, Electrum Bolt
TConstruct:BoltPart:1576, Emerald Bolt
TConstruct:BoltPart:1577, Green Sapphire Bolt
TConstruct:BoltPart:1578, Invar Bolt
TConstruct:BoltPart:1579, Kanthal Bolt
TConstruct:BoltPart:1580, Magnalium Bolt
TConstruct:BoltPart:1581, Nichrome Bolt
TConstruct:BoltPart:1582, Polyethylene Bolt
TConstruct:BoltPart:1583, Epoxid Bolt
TConstruct:BoltPart:1584, Polysiloxane Bolt
TConstruct:BoltPart:1585, Polycaprolactam Bolt
TConstruct:BoltPart:1586, Polytetrafluoroethylene Bolt
TConstruct:BoltPart:1587, Rubber Bolt
TConstruct:BoltPart:1588, Ruby Bolt
TConstruct:BoltPart:1589, Sapphire Bolt
TConstruct:BoltPart:1590, Stainless Steel Bolt
TConstruct:BoltPart:1591, Tanzanite Bolt
TConstruct:BoltPart:1592, Tin Alloy Bolt
TConstruct:BoltPart:1593, Topaz Bolt
TConstruct:BoltPart:1594, Ultimet Bolt
TConstruct:BoltPart:1595, Wrought Iron Bolt
TConstruct:BoltPart:1596, Sealed Wood Bolt
TConstruct:BoltPart:1597, Ironwood Bolt
TConstruct:BoltPart:1598, Olivine Bolt
TConstruct:BoltPart:1599, Opal Bolt
TConstruct:BoltPart:1600, Amethyst Bolt
TConstruct:BoltPart:1601, Blaze Bolt
TConstruct:BoltPart:1602, Shadowiron Bolt
TConstruct:BoltPart:1603, Shadowsteel Bolt
TConstruct:BoltPart:1604, Steeleaf Bolt
TConstruct:BoltPart:1605, Knightmetal Bolt
TConstruct:BoltPart:1606, Sterling Silver Bolt
TConstruct:BoltPart:1607, Rose Gold Bolt
TConstruct:BoltPart:1608, Black Bronze Bolt
TConstruct:BoltPart:1609, Bismuth Bronze Bolt
TConstruct:BoltPart:1610, Black Steel Bolt
TConstruct:BoltPart:1611, Red Steel Bolt
TConstruct:BoltPart:1612, Blue Steel Bolt
TConstruct:BoltPart:1613, Damascus Steel Bolt
TConstruct:BoltPart:1614, Tungstensteel Bolt
TConstruct:BoltPart:1615, Astral Silver Bolt
TConstruct:BoltPart:1616, Midasium Bolt
TConstruct:BoltPart:1617, Mithril Bolt
TConstruct:BoltPart:1618, Cobalt Brass Bolt
TConstruct:BoltPart:1619, Red Garnet Bolt
TConstruct:BoltPart:1620, Yellow Garnet Bolt
TConstruct:BoltPart:1621, Thaumium Bolt
TConstruct:BoltPart:1622, Vinteum Bolt
TConstruct:BoltPart:1623, Black Granite Bolt
TConstruct:BoltPart:1624, Red Granite Bolt
TConstruct:BoltPart:1625, Magnetic Iron Bolt
TConstruct:BoltPart:1626, Magnetic Steel Bolt
TConstruct:BoltPart:1627, Magnetic Neodymium Bolt
TConstruct:BoltPart:1628, Tungstencarbide Bolt
TConstruct:BoltPart:1629, Vanadiumsteel Bolt
TConstruct:BoltPart:1630, HSS-G Bolt
TConstruct:BoltPart:1631, HSS-E Bolt
TConstruct:BoltPart:1632, HSS-S Bolt
TConstruct:BoltPart:1500, Aluminium Bolt
TConstruct:BoltPart:1501, Beryllium Bolt
TConstruct:BoltPart:1502, Bismuth Bolt
TConstruct:BoltPart:1503, Carbon Bolt
TConstruct:BoltPart:1504, Chrome Bolt
TConstruct:BoltPart:1505, Gold Bolt
TConstruct:BoltPart:1506, Iridium Bolt
TConstruct:BoltPart:1507, Lead Bolt
TConstruct:BoltPart:1508, Manganese Bolt
TConstruct:BoltPart:1509, Molybdenum Bolt
TConstruct:BoltPart:1510, Neodymium Bolt
TConstruct:BoltPart:1511, Neutronium Bolt
TConstruct:BoltPart:1512, Nickel Bolt
TConstruct:BoltPart:1513, Osmium Bolt
TConstruct:BoltPart:1514, Palladium Bolt
TConstruct:BoltPart:1515, Platinum Bolt
TConstruct:BoltPart:1516, Plutonium 244 Bolt
TConstruct:BoltPart:1517, Plutonium 241 Bolt
TConstruct:BoltPart:1518, Silver Bolt
TConstruct:BoltPart:1519, Thorium Bolt
TConstruct:BoltPart:1520, Titanium Bolt
TConstruct:BoltPart:1521, Tungsten Bolt
TConstruct:BoltPart:1522, Uranium 238 Bolt
TConstruct:BoltPart:1523, Uranium 235 Bolt
TConstruct:BoltPart:1524, Dark Steel Bolt
TConstruct:BoltPart:1525, Adamantium Bolt
TConstruct:BoltPart:1526, Amber Bolt
TConstruct:BoltPart:1527, Angmallen Bolt
TConstruct:BoltPart:1528, Atlarus Bolt
TConstruct:BoltPart:1529, Carmot Bolt
TConstruct:BoltPart:1530, Celenegil Bolt
TConstruct:BoltPart:1531, Certus Quartz Bolt
TConstruct:BoltPart:1532, Dark Iron Bolt
TConstruct:BoltPart:1533, Desh Bolt
TConstruct:BoltPart:1534, Duranium Bolt
TConstruct:BoltPart:1535, Fluxed Electrum Bolt
TConstruct:Shuriken, item.InfiTool.name
TConstruct:ThrowingKnife, item.InfiTool.name
TConstruct:Javelin, item.InfiTool.name
TConstruct:ShortBow, item.InfiTool.name
TConstruct:LongBow, item.InfiTool.name
TConstruct:Crossbow, item.InfiTool.name
TConstruct:ArrowAmmo, item.InfiTool.name
TConstruct:BoltAmmo, item.InfiTool.name
TConstruct:Pattern:0, Shuriken Pattern
TConstruct:Pattern:1, Crossbow Limb Pattern
TConstruct:Pattern:2, Crossbow Body Pattern
TConstruct:Pattern:3, Bow Limb Pattern
TConstruct:Cast:0, Shuriken Cast
TConstruct:Cast:1, Crossbow Limb Cast
TConstruct:Cast:2, Crossbow Body Cast
TConstruct:Cast:3, Bow Limb Cast
TConstruct:GlassArrows, item.tconstruct.glassArrows.name
TConstruct:Boneana, Broadsword
TConstruct:gearCast, Gear Cast
hardcorewither:StarryApple, Starry Apple
HardcoreEnderExpansion:silverfish_blood, Silverfish Blood
HardcoreEnderExpansion:exp_bottle_consistent, Bottle o' Enchanting
HardcoreEnderExpansion:altar_nexus, Altar Nexus
HardcoreEnderExpansion:fire_shard, Infernium
HardcoreEnderExpansion:item_special_effects, item.itemNumber.name
HardcoreEnderExpansion:essence:0, Dragon Essence
HardcoreEnderExpansion:essence:1, Fiery Essence
HardcoreEnderExpansion:essence:2, Spectral Essence
HardcoreEnderExpansion:energy_wand, Energy Wand
HardcoreEnderExpansion:music_disk:0, Music Disc
HardcoreEnderExpansion:music_disk:1, Music Disc
HardcoreEnderExpansion:music_disk:2, Music Disc
HardcoreEnderExpansion:music_disk:3, Music Disc
HardcoreEnderExpansion:music_disk:4, Music Disc
HardcoreEnderExpansion:music_disk:5, Music Disc
HardcoreEnderExpansion:music_disk:6, Music Disc
HardcoreEnderExpansion:music_disk:7, Music Disc
HardcoreEnderExpansion:music_disk:8, Music Disc
HardcoreEnderExpansion:music_disk:9, Music Disc
HardcoreEnderExpansion:rune:0, Rune of Power
HardcoreEnderExpansion:rune:1, Rune of Agility
HardcoreEnderExpansion:rune:2, Rune of Vigor
HardcoreEnderExpansion:rune:3, Rune of Defense
HardcoreEnderExpansion:rune:4, Rune of Magic
HardcoreEnderExpansion:rune:5, Rune of Void
HardcoreEnderExpansion:ghost_amulet:0, Ghost Amulet (Impure)
HardcoreEnderExpansion:ghost_amulet:1, Ghost Amulet
HardcoreEnderExpansion:arcane_shard, Arcane Shard
HardcoreEnderExpansion:curse_amulet, Curse Amulet
HardcoreEnderExpansion:igneous_rock, Igneous Rock
HardcoreEnderExpansion:infestation_remedy, Infestation Remedy
HardcoreEnderExpansion:spatial_dash_gem, Spatial Dash Gem
HardcoreEnderExpansion:enhanced_brewing_stand, Enhanced Brewing Stand
HardcoreEnderExpansion:adventurers_diary, Adventurer's Diary
HardcoreEnderExpansion:blank_gem, Blank Gem
HardcoreEnderExpansion:biome_compass, Biome Compass
HardcoreEnderExpansion:energy_wand_core, Energy Wand Core
HardcoreEnderExpansion:dry_splinter, Dry Splinter
HardcoreEnderExpansion:enderman_head, item.endermanHead.name
HardcoreEnderExpansion:knowledge_note:0, Knowledge Note
HardcoreEnderExpansion:end_powder, End Powder
HardcoreEnderExpansion:obsidian_fragment, Obsidian Fragment
HardcoreEnderExpansion:obsidian_rod, Obsidian Rod
HardcoreEnderExpansion:bucket_ender_goo, Ender Goo Bucket
HardcoreEnderExpansion:temple_caller, Temple Caller
HardcoreEnderExpansion:potion_of_instability, Potion of Instability
HardcoreEnderExpansion:schorching_pickaxe, Scorching Pickaxe
HardcoreEnderExpansion:endium_ingot, Endium Ingot
HardcoreEnderExpansion:spectral_tear, Spectral Tear
HardcoreEnderExpansion:potion_of_purity, Potion of Purity
HardcoreEnderExpansion:enhanced_ender_pearl, Ender Pearl
HardcoreEnderExpansion:charm_pouch, Charm Pouch
HardcoreEnderExpansion:stardust, Stardust
HardcoreEnderExpansion:charm:0, Charm of Power
HardcoreEnderExpansion:charm:1, Charm of Power
HardcoreEnderExpansion:charm:2, Charm of Power
HardcoreEnderExpansion:charm:3, Charm of Agility
HardcoreEnderExpansion:charm:4, Charm of Agility
HardcoreEnderExpansion:charm:5, Charm of Agility
HardcoreEnderExpansion:charm:6, Charm of Vigor
HardcoreEnderExpansion:charm:7, Charm of Vigor
HardcoreEnderExpansion:charm:8, Charm of Vigor
HardcoreEnderExpansion:charm:9, Charm of Defense
HardcoreEnderExpansion:charm:10, Charm of Defense
HardcoreEnderExpansion:charm:11, Charm of Defense
HardcoreEnderExpansion:charm:12, Charm of Magic
HardcoreEnderExpansion:charm:13, Charm of Magic
HardcoreEnderExpansion:charm:14, Charm of Magic
HardcoreEnderExpansion:charm:18, Charm of Equality
HardcoreEnderExpansion:charm:19, Charm of Blocking
HardcoreEnderExpansion:charm:20, Charm of Blocking
HardcoreEnderExpansion:charm:21, Charm of Blocking
HardcoreEnderExpansion:charm:22, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:23, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:24, Charm of Blocking Reflection
HardcoreEnderExpansion:charm:71, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:72, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:73, Charm of Blocking Repulsion
HardcoreEnderExpansion:charm:25, Charm of Digestive Recover
HardcoreEnderExpansion:charm:26, Charm of Digestive Recover
HardcoreEnderExpansion:charm:27, Charm of Digestive Recover
HardcoreEnderExpansion:charm:28, Charm of Life Steal
HardcoreEnderExpansion:charm:29, Charm of Life Steal
HardcoreEnderExpansion:charm:30, Charm of Life Steal
HardcoreEnderExpansion:charm:31, Charm of Damage Redirection
HardcoreEnderExpansion:charm:32, Charm of Damage Redirection
HardcoreEnderExpansion:charm:33, Charm of Damage Redirection
HardcoreEnderExpansion:charm:34, Charm of Damage Redirection
HardcoreEnderExpansion:charm:35, Charm of Damage Redirection
HardcoreEnderExpansion:charm:36, Charm of Damage Redirection
HardcoreEnderExpansion:charm:37, Charm of Magic Penetration
HardcoreEnderExpansion:charm:38, Charm of Magic Penetration
HardcoreEnderExpansion:charm:39, Charm of Magic Penetration
HardcoreEnderExpansion:charm:40, Charm of Magic Penetration
HardcoreEnderExpansion:charm:41, Charm of Magic Penetration
HardcoreEnderExpansion:charm:42, Charm of Magic Penetration
HardcoreEnderExpansion:charm:43, Charm of Magic Penetration
HardcoreEnderExpansion:charm:44, Charm of Witchery Harm
HardcoreEnderExpansion:charm:45, Charm of Witchery Harm
HardcoreEnderExpansion:charm:46, Charm of Witchery Harm
HardcoreEnderExpansion:charm:65, Charm of Witchery Harm
HardcoreEnderExpansion:charm:74, Charm of Magic Defense
HardcoreEnderExpansion:charm:75, Charm of Magic Defense
HardcoreEnderExpansion:charm:76, Charm of Magic Defense
HardcoreEnderExpansion:charm:49, Charm of Falling Protection
HardcoreEnderExpansion:charm:50, Charm of Falling Protection
HardcoreEnderExpansion:charm:51, Charm of Haste
HardcoreEnderExpansion:charm:52, Charm of Haste
HardcoreEnderExpansion:charm:53, Charm of Haste
HardcoreEnderExpansion:charm:54, Charm of Critical Strike
HardcoreEnderExpansion:charm:55, Charm of Critical Strike
HardcoreEnderExpansion:charm:56, Charm of Critical Strike
HardcoreEnderExpansion:charm:57, Charm of Critical Strike
HardcoreEnderExpansion:charm:58, Charm of Critical Strike
HardcoreEnderExpansion:charm:59, Charm of Critical Strike
HardcoreEnderExpansion:charm:60, Charm of Second Durability
HardcoreEnderExpansion:charm:61, Charm of Second Durability
HardcoreEnderExpansion:charm:62, Charm of Second Durability
HardcoreEnderExpansion:charm:63, Charm of Second Durability
HardcoreEnderExpansion:charm:64, Charm of Second Durability
HardcoreEnderExpansion:charm:17, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:66, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:67, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:68, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:69, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:70, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:77, Charm of Last Resort
HardcoreEnderExpansion:charm:78, Charm of Last Resort
HardcoreEnderExpansion:charm:79, Charm of Last Resort
HardcoreEnderExpansion:transference_gem, Transference Gem
HardcoreEnderExpansion:instability_orb, Instability Orb
HardcoreEnderExpansion:spawn_eggs:0, Spawn Angry Enderman
HardcoreEnderExpansion:spawn_eggs:1, Spawn Baby Enderman
HardcoreEnderExpansion:spawn_eggs:2, Spawn Ender Guardian
HardcoreEnderExpansion:spawn_eggs:3, Spawn Vampire Bat
HardcoreEnderExpansion:spawn_eggs:4, Spawn Infested Bat
HardcoreEnderExpansion:spawn_eggs:5, Spawn Fire Golem
HardcoreEnderExpansion:spawn_eggs:6, Spawn Scorching Lens
HardcoreEnderExpansion:spawn_eggs:7, Spawn Ender Eye
HardcoreEnderExpansion:spawn_eggs:8, Spawn Fire Fiend
HardcoreEnderExpansion:spawn_eggs:9, Spawn Ender Demon
HardcoreEnderExpansion:spawn_eggs:10, Spawn Paralyzed Enderman
HardcoreEnderExpansion:spawn_eggs:11, Spawn Louse
HardcoreEnderExpansion:spawn_eggs:12, Spawn Haunted Miner
HardcoreEnderExpansion:spawn_eggs:13, Spawn Homeland Enderman
HardcoreEnderExpansion:spawn_eggs:14, Spawn Endermage
HardcoreEnderExpansion:curse:0, Curse of Teleportation
HardcoreEnderExpansion:curse:256, Curse of Teleportation
HardcoreEnderExpansion:curse:1, Curse of Confusion
HardcoreEnderExpansion:curse:257, Curse of Confusion
HardcoreEnderExpansion:curse:2, Curse of Tranquility
HardcoreEnderExpansion:curse:258, Curse of Tranquility
HardcoreEnderExpansion:curse:3, Curse of Slowness
HardcoreEnderExpansion:curse:259, Curse of Slowness
HardcoreEnderExpansion:curse:4, Curse of Weakness
HardcoreEnderExpansion:curse:260, Curse of Weakness
HardcoreEnderExpansion:curse:5, Curse of Blindness
HardcoreEnderExpansion:curse:261, Curse of Blindness
HardcoreEnderExpansion:curse:6, Curse of Death
HardcoreEnderExpansion:curse:262, Curse of Death
HardcoreEnderExpansion:curse:7, Curse of Decay
HardcoreEnderExpansion:curse:263, Curse of Decay
HardcoreEnderExpansion:curse:8, Curse of Vampire
HardcoreEnderExpansion:curse:264, Curse of Vampire
HardcoreEnderExpansion:curse:9, Curse of Rebound
HardcoreEnderExpansion:curse:265, Curse of Rebound
HardcoreEnderExpansion:curse:10, Curse of Loss
HardcoreEnderExpansion:curse:266, Curse of Loss
HardcoreEnderExpansion:auricion, Auricion
HardcoreEnderExpansion:endoplasm, Ectoplasm
HardcoreEnderExpansion:living_matter, Living Matter
IronChest:ironGoldUpgrade, Iron to Gold Chest Upgrade
IronChest:goldDiamondUpgrade, Gold to Diamond Chest Upgrade
IronChest:copperSilverUpgrade, Copper to Silver Chest Upgrade
IronChest:silverGoldUpgrade, Silver to Gold Chest Upgrade
IronChest:copperIronUpgrade, Copper to Iron Chest Upgrade
IronChest:diamondCrystalUpgrade, Diamond to Crystal Chest Upgrade
IronChest:woodIronUpgrade, Wood to Iron Chest Upgrade
IronChest:woodCopperUpgrade, Wood to Copper Chest Upgrade
IronChest:diamondObsidianUpgrade, Diamond to Obsidian Chest Upgrade
StevesAddons:duplicator, Manager Duplicator
StevesAddons:labeler, Factory Labeler
StevesCarts:ModularCart:0, Modular cart
StevesCarts:ModuleComponents:0, Wooden Wheels
StevesCarts:ModuleComponents:1, Iron Wheels
StevesCarts:ModuleComponents:2, Red Pigment
StevesCarts:ModuleComponents:3, Green Pigment
StevesCarts:ModuleComponents:4, Blue Pigment
StevesCarts:ModuleComponents:5, Glass o'Magic
StevesCarts:ModuleComponents:6, Dynamite
StevesCarts:ModuleComponents:9, Simple PCB
StevesCarts:ModuleComponents:10, Graphical Interface
StevesCarts:ModuleComponents:11, Raw Handle
StevesCarts:ModuleComponents:12, Refined Handle
StevesCarts:ModuleComponents:13, Speed Handle
StevesCarts:ModuleComponents:14, Wheel
StevesCarts:ModuleComponents:15, Saw Blade
StevesCarts:ModuleComponents:16, Advanced PCB
StevesCarts:ModuleComponents:17, Wood Cutting Core
StevesCarts:ModuleComponents:18, Raw Hardener
